order_id,date,day_of_week,pickup_area,delivery_area,distance_km,dabbawala_id,customer_type,tiffin_type,tiffin_weight_kg,delivery_time_min,status,payment_mode,charge_inr,monthly_subscription,customer_feedback,return_reason
DBW01043,2022-10-31,Monday,Andheri,Lower Parel,13.1,DW086,Corporate,Mix,1.7,56,Delivered,Monthly-Pre-paid,133.48,Yes,nan,
DBW01044,2022-09-29,Thursday,Malad,Sion,11.38,DW047,Residential,Non-Veg,1.68,55,Delivered,Digital,118.21,No,Good,
DBW01045,2023-06-02,Friday,Kurla,Dadar,6.99,DW036,Residential,Veg,1.83,45,Delivered,Digital,77.95,Yes,Average,
DBW01046,2022-04-23,Saturday,Churchgate,Borivali,8.94,DW001,Residential,Veg,2.56,48,Delivered,Cash,111.04,No,Good,
DBW01047,2022-06-24,Friday,Vikhroli,Malad,7.0,DW089,Hospital,Non-Veg,1.54,40,Delivered,Digital,70.02,Yes,Good,
DBW01048,2023-03-15,Wednesday,Dadar,Lower Parel,8.43,DW147,School,Mix,1.34,46,Delayed,Cash,65.17,No,Good,
DBW01049,2023-05-03,Wednesday,Thane,Churchgate,12.8,DW006,Corporate,Mix,0.94,44,Delivered,Digital,123.84,No,nan,
DBW01050,2022-03-29,Tuesday,Chembur,Dadar,9.78,DW063,Residential,Mix,1.54,48,Delivered,Cash,140.56,Yes,Good,
DBW01051,2023-01-07,Saturday,Goregaon,Ghatkopar,11.74,DW100,Corporate,Veg,1.1,40,Delivered,Monthly-Pre-paid,131.58,No,Poor,
DBW01052,2022-09-24,Saturday,Sion,Goregaon,18.11,DW065,Corporate,Non-Veg,2.28,54,Delivered,Cash,162.2,No,Excellent,
DBW01053,2023-01-02,Monday,Bandra,Ghatkopar,8.91,DW098,Residential,Non-Veg,1.75,56,Delivered,Digital,107.94,No,Good,
DBW01054,2023-12-01,Friday,Churchgate,Worli,3.65,DW107,Residential,Mix,2.27,39,Delivered,Monthly-Pre-paid,57.21,Yes,Excellent,
DBW01055,2022-02-25,Friday,Malad,Worli,16.77,DW145,Hospital,Veg,2.53,75,Delivered,Digital,170.0,No,Good,
DBW01056,2023-12-28,Thursday,Ghatkopar,Borivali,17.79,DW091,Residential,Mix,1.37,60,Delivered,Digital,185.55,No,Average,
DBW01057,2022-11-25,Friday,Dadar,Borivali,11.16,DW107,Residential,Veg,1.63,48,Delivered,Monthly-Pre-paid,122.21,Yes,Excellent,
DBW01058,2023-07-18,Tuesday,Kurla,Chembur,6.08,DW046,Residential,Non-Veg,2.47,36,Delivered,Cash,80.47,No,Good,
DBW01059,2022-11-06,Sunday,Goregaon,Lower Parel,8.67,DW023,Corporate,Mix,1.89,24,Delivered,Digital,121.63,Yes,Excellent,
DBW01060,2022-08-16,Tuesday,Chembur,Churchgate,20.48,DW015,Corporate,Mix,2.06,64,Delivered,Digital,201.9,No,nan,
DBW01061,2023-07-17,Monday,Chembur,Worli,19.23,DW017,Residential,Non-Veg,2.32,77,Delivered,Monthly-Pre-paid,186.77,No,Excellent,
DBW01062,2023-05-17,Wednesday,Borivali,Worli,5.79,DW125,Residential,Non-Veg,2.25,32,Delivered,Digital,76.99,Yes,Average,
DBW01063,2022-04-16,Saturday,Goregaon,Sion,17.24,DW007,Corporate,Mix,2.01,49,Delivered,Digital,159.45,Yes,Poor,
DBW01064,2023-05-30,Tuesday,Borivali,Goregaon,17.11,DW073,Corporate,Non-Veg,2.5,74,Delivered,Digital,148.21,Yes,nan,
DBW01065,2023-07-04,Tuesday,Borivali,Worli,6.03,DW093,Corporate,Non-Veg,1.77,46,Delayed,Cash,88.32,No,Average,
DBW01066,2022-10-11,Tuesday,Chembur,Bandra,12.18,DW101,Residential,Veg,2.06,49,Delivered,Digital,146.58,Yes,Average,
DBW01067,2023-11-07,Tuesday,Borivali,Thane,4.27,DW010,Corporate,Mix,1.71,22,Delivered,Monthly-Pre-paid,70.55,No,Good,
DBW01068,2023-04-13,Thursday,Ghatkopar,Borivali,21.02,DW130,Corporate,Mix,2.31,71,Delivered,Digital,206.64,No,Average,
DBW01069,2022-09-01,Thursday,Andheri,Chembur,4.25,DW066,Corporate,Non-Veg,1.45,57,Delayed,Monthly-Pre-paid,50.67,Yes,Poor,
DBW01070,2022-01-08,Saturday,Bandra,Sion,17.42,DW003,Corporate,Veg,0.96,48,Delivered,Cash,160.39,No,Good,
DBW01071,2023-05-08,Monday,Worli,Chembur,17.19,DW020,Residential,Veg,2.13,63,Delivered,Digital,148.26,No,Average,
DBW01072,2022-06-02,Thursday,Thane,Ghatkopar,18.81,DW129,School,Veg,1.29,73,Returned,Cash,176.72,Yes,nan,nan
DBW01073,2023-07-07,Friday,Andheri,Sion,10.31,DW142,Corporate,Veg,1.24,46,Delivered,Monthly-Pre-paid,127.26,No,Excellent,
DBW01074,2023-01-19,Thursday,Lower Parel,Churchgate,12.82,DW113,Residential,Non-Veg,2.43,64,Delivered,Monthly-Pre-paid,122.08,No,Good,
DBW01075,2022-12-07,Wednesday,Bandra,Goregaon,19.72,DW051,Residential,Non-Veg,2.28,57,Delivered,Digital,186.65,Yes,Excellent,
DBW01076,2022-04-30,Saturday,Vikhroli,Vikhroli,1.96,DW143,Residential,Non-Veg,1.63,29,Delivered,Digital,56.23,No,Good,
DBW01077,2023-06-04,Sunday,Kurla,Borivali,6.2,DW042,Corporate,Mix,0.5,34,Delivered,Monthly-Pre-paid,97.71,No,Average,
DBW01078,2022-05-02,Monday,Ghatkopar,Chembur,19.46,DW036,Corporate,Veg,2.07,72,Delivered,Cash,161.01,No,Good,
DBW01079,2022-11-01,Tuesday,Lower Parel,Malad,15.54,DW115,School,Mix,2.13,60,Delivered,Digital,147.17,Yes,Excellent,
DBW01080,2023-09-03,Sunday,Worli,Thane,9.46,DW049,School,Veg,2.06,25,Delivered,Cash,94.64,No,Poor,
DBW01081,2023-11-03,Friday,Dadar,Worli,12.62,DW078,Corporate,Non-Veg,2.04,54,Delivered,Digital,117.81,Yes,Excellent,
DBW01082,2023-12-24,Sunday,Malad,Malad,0.5,DW100,Residential,Mix,1.71,17,Delivered,Monthly-Pre-paid,28.26,No,Good,
DBW01083,2023-12-01,Friday,Bandra,Ghatkopar,9.3,DW025,Corporate,Mix,1.59,63,Delayed,Monthly-Pre-paid,75.22,Yes,Excellent,
DBW01084,2023-02-10,Friday,Vikhroli,Lower Parel,11.45,DW139,Corporate,Non-Veg,1.25,50,Delivered,Cash,116.13,No,nan,
DBW01085,2022-05-27,Friday,Vikhroli,Ghatkopar,14.19,DW025,Corporate,Veg,1.45,82,Delayed,Cash,144.03,No,Good,
DBW01086,2023-09-05,Tuesday,Malad,Malad,0.5,DW149,Residential,Non-Veg,1.96,52,Delayed,Digital,18.35,Yes,Poor,
DBW01087,2023-08-09,Wednesday,Sion,Bandra,18.11,DW042,Corporate,Non-Veg,1.97,76,Delivered,Monthly-Pre-paid,167.63,Yes,Good,
DBW01088,2023-12-24,Sunday,Lower Parel,Chembur,19.35,DW063,Corporate,Mix,2.19,48,Delivered,Cash,185.1,No,Good,
DBW01089,2023-04-21,Friday,Ghatkopar,Bandra,6.99,DW038,Corporate,Non-Veg,1.1,30,Delivered,Digital,87.75,Yes,Excellent,
DBW01090,2022-04-14,Thursday,Worli,Lower Parel,15.24,DW081,Corporate,Mix,0.97,50,Delivered,Cash,127.42,Yes,Good,
DBW01091,2023-01-03,Tuesday,Andheri,Churchgate,15.96,DW001,Corporate,Mix,1.61,65,Delivered,Digital,168.16,No,Poor,
DBW01092,2022-11-24,Thursday,Chembur,Kurla,7.45,DW026,Residential,Veg,1.29,38,Delivered,Digital,100.46,No,Average,
DBW01093,2023-09-08,Friday,Sion,Goregaon,18.13,DW078,Residential,Mix,1.89,86,Delayed,Cash,163.89,Yes,Excellent,
DBW01094,2022-10-14,Friday,Chembur,Borivali,12.58,DW105,Residential,Non-Veg,1.15,50,Delivered,Cash,155.82,No,Good,
DBW01095,2022-08-28,Sunday,Goregaon,Borivali,17.77,DW145,Residential,Non-Veg,2.39,59,Delivered,Cash,178.97,Yes,Good,
DBW01096,2022-02-28,Monday,Goregaon,Vikhroli,13.04,DW126,Residential,Veg,1.39,67,Delayed,Digital,139.02,No,Average,
DBW01097,2023-09-02,Saturday,Ghatkopar,Borivali,17.94,DW139,Corporate,Non-Veg,2.6,56,Delivered,Cash,183.75,No,Average,
DBW01098,2023-07-06,Thursday,Churchgate,Bandra,19.88,DW120,Corporate,Non-Veg,2.06,66,Delivered,Cash,173.54,Yes,Good,
DBW01099,2022-01-31,Monday,Lower Parel,Goregaon,9.06,DW117,Hospital,Veg,1.27,32,Delivered,Monthly-Pre-paid,97.17,No,Poor,
DBW01100,2022-11-13,Sunday,Kurla,Worli,11.69,DW052,Residential,Mix,2.85,62,Delayed,Monthly-Pre-paid,132.77,No,Average,
DBW01101,2022-12-17,Saturday,Sion,Worli,8.48,DW136,Residential,Mix,1.93,39,Delivered,Digital,85.89,No,Good,
DBW01102,2022-12-09,Friday,Kurla,Kurla,1.99,DW145,Corporate,Veg,1.88,30,Delivered,Digital,40.64,No,Good,
DBW01103,2023-11-02,Thursday,Andheri,Dadar,4.93,DW078,Corporate,Veg,1.77,36,Delivered,Cash,78.49,Yes,Poor,
DBW01104,2022-04-20,Wednesday,Vikhroli,Lower Parel,11.66,DW019,Corporate,Non-Veg,2.03,38,Delivered,Cash,127.95,No,Good,
DBW01105,2022-08-12,Friday,Worli,Churchgate,5.01,DW007,Hospital,Mix,2.06,31,Delivered,Cash,70.41,No,Excellent,
DBW01106,2022-05-13,Friday,Dadar,Kurla,7.11,DW075,Residential,Veg,1.37,44,Delivered,Cash,87.8,No,Average,
DBW01107,2022-06-28,Tuesday,Ghatkopar,Malad,14.88,DW096,Corporate,Mix,1.69,58,Delivered,Cash,146.43,No,Good,
DBW01108,2023-10-25,Wednesday,Chembur,Churchgate,20.25,DW084,Corporate,Non-Veg,1.86,64,Delivered,Monthly-Pre-paid,204.76,No,Excellent,
DBW01109,2023-11-18,Saturday,Worli,Kurla,9.85,DW135,Corporate,Non-Veg,2.09,42,Delivered,Monthly-Pre-paid,140.16,Yes,Poor,
DBW01110,2022-02-02,Wednesday,Worli,Ghatkopar,19.37,DW081,Corporate,Veg,2.1,59,Delivered,Monthly-Pre-paid,189.33,No,Excellent,
DBW01111,2023-04-07,Friday,Borivali,Ghatkopar,18.05,DW100,Residential,Non-Veg,1.88,93,Delayed,Cash,193.6,Yes,Average,
DBW01112,2022-06-19,Sunday,Thane,Dadar,10.66,DW114,Corporate,Mix,1.52,40,Delivered,Digital,108.76,Yes,Good,
DBW01113,2022-05-21,Saturday,Goregaon,Sion,17.62,DW135,Hospital,Veg,1.5,46,Delivered,Digital,160.74,Yes,Average,
DBW01114,2022-08-02,Tuesday,Chembur,Kurla,8.61,DW092,Residential,Non-Veg,1.2,42,Delivered,Cash,87.07,No,Average,
DBW01115,2022-05-22,Sunday,Vikhroli,Bandra,14.12,DW084,Hospital,Veg,2.1,43,Delivered,Digital,129.16,No,Excellent,
DBW01116,2022-12-24,Saturday,Malad,Ghatkopar,15.42,DW012,Hospital,Veg,1.49,37,Delivered,Digital,148.93,No,Poor,
DBW01117,2023-12-28,Thursday,Chembur,Vikhroli,11.08,DW097,School,Veg,1.7,50,Delivered,Cash,131.95,No,Average,
DBW01118,2023-03-05,Sunday,Andheri,Malad,1.81,DW027,School,Mix,1.92,9,Delivered,Cash,59.49,Yes,Poor,
DBW01119,2023-06-12,Monday,Sion,Andheri,10.74,DW056,Corporate,Mix,1.8,48,Delivered,Digital,108.28,Yes,Excellent,
DBW01120,2022-12-27,Tuesday,Chembur,Lower Parel,16.66,DW080,Corporate,Veg,1.8,56,Delivered,Cash,158.44,Yes,Average,
DBW01121,2022-01-11,Tuesday,Chembur,Churchgate,19.54,DW013,Corporate,Mix,1.35,58,Delivered,Digital,186.26,No,nan,
DBW01122,2022-03-03,Thursday,Bandra,Sion,17.36,DW105,Residential,Non-Veg,1.93,68,Delivered,Digital,172.37,No,Average,
DBW01123,2022-07-16,Saturday,Andheri,Chembur,3.97,DW043,Residential,Mix,1.64,26,Delivered,Monthly-Pre-paid,70.55,Yes,nan,
DBW01124,2022-06-27,Monday,Chembur,Dadar,9.97,DW078,Corporate,Non-Veg,1.76,57,Delivered,Monthly-Pre-paid,103.74,Yes,Good,
DBW01125,2023-09-06,Wednesday,Churchgate,Churchgate,0.5,DW053,Hospital,Mix,2.38,23,Delivered,Digital,30.99,Yes,Average,
DBW01126,2023-09-08,Friday,Malad,Churchgate,16.75,DW054,Residential,Veg,2.05,68,Delivered,Digital,184.33,Yes,Good,
DBW01127,2023-09-16,Saturday,Malad,Chembur,2.15,DW060,Residential,Veg,1.51,11,Delivered,Digital,43.0,No,Good,
DBW01128,2023-04-11,Tuesday,Ghatkopar,Goregaon,12.15,DW008,Corporate,Veg,1.73,44,Delivered,Cash,118.55,No,Average,
DBW01129,2023-02-11,Saturday,Worli,Vikhroli,8.42,DW030,Corporate,Mix,2.6,42,Delivered,Cash,96.08,Yes,Good,
DBW01130,2023-04-19,Wednesday,Goregaon,Sion,17.43,DW118,Residential,Veg,1.65,63,Delivered,Cash,170.61,Yes,nan,
DBW01131,2022-10-24,Monday,Worli,Malad,15.78,DW019,Corporate,Veg,1.82,56,Delivered,Cash,133.15,No,Average,
DBW01132,2023-05-05,Friday,Kurla,Bandra,13.63,DW075,Residential,Mix,2.13,63,Delivered,Digital,132.35,No,Poor,
DBW01133,2023-08-03,Thursday,Thane,Bandra,16.59,DW022,Corporate,Non-Veg,1.91,67,Delivered,Cash,169.03,No,Average,
DBW01134,2023-07-11,Tuesday,Kurla,Vikhroli,4.03,DW081,Corporate,Mix,1.61,21,Delivered,Digital,92.33,No,Poor,
DBW01135,2023-03-25,Saturday,Borivali,Thane,2.07,DW097,Corporate,Non-Veg,1.43,16,Delivered,Monthly-Pre-paid,38.6,No,Good,
DBW01136,2022-02-12,Saturday,Chembur,Chembur,1.73,DW071,Residential,Veg,1.79,20,Delivered,Monthly-Pre-paid,55.34,No,Average,
DBW01137,2023-06-14,Wednesday,Vikhroli,Andheri,9.21,DW116,Corporate,Non-Veg,2.13,35,Delivered,Digital,106.35,Yes,Good,
DBW01138,2022-09-25,Sunday,Kurla,Andheri,8.31,DW040,School,Veg,2.46,45,Returned,Digital,113.88,No,Good,nan
DBW01139,2023-06-27,Tuesday,Lower Parel,Thane,15.07,DW084,Corporate,Non-Veg,1.07,51,Delivered,Digital,141.3,No,Excellent,
DBW01140,2023-01-29,Sunday,Worli,Malad,14.18,DW042,Hospital,Mix,2.68,41,Delivered,Digital,160.02,No,Average,
DBW01141,2023-10-06,Friday,Ghatkopar,Worli,19.25,DW077,Corporate,Veg,1.66,75,Delivered,Monthly-Pre-paid,205.0,No,Good,
DBW01142,2022-09-05,Monday,Thane,Bandra,15.52,DW010,Corporate,Veg,2.26,56,Delivered,Digital,175.84,No,nan,
DBW01143,2023-11-11,Saturday,Goregaon,Borivali,17.99,DW041,School,Mix,1.43,50,Delivered,Digital,195.31,No,Poor,
DBW01144,2023-09-09,Saturday,Ghatkopar,Chembur,20.58,DW107,Residential,Veg,0.99,54,Delivered,Monthly-Pre-paid,197.51,Yes,Average,
DBW01145,2022-08-30,Tuesday,Lower Parel,Malad,13.93,DW117,Residential,Non-Veg,1.14,50,Delivered,Monthly-Pre-paid,150.18,No,Good,
DBW01146,2022-12-19,Monday,Worli,Andheri,15.44,DW041,Residential,Mix,1.63,59,Delivered,Monthly-Pre-paid,147.24,Yes,Average,
DBW01147,2023-01-23,Monday,Malad,Worli,16.47,DW039,Corporate,Veg,2.06,65,Delivered,Monthly-Pre-paid,128.42,No,Average,
DBW01148,2023-07-16,Sunday,Sion,Andheri,10.68,DW045,Residential,Veg,1.82,34,Delivered,Digital,119.3,Yes,Good,
DBW01149,2023-05-19,Friday,Worli,Dadar,13.6,DW042,Corporate,Mix,1.67,57,Delivered,Monthly-Pre-paid,136.42,No,Good,
DBW01150,2023-09-14,Thursday,Worli,Sion,7.63,DW150,Residential,Mix,2.36,57,Delivered,Digital,105.52,No,Poor,
DBW01151,2022-09-28,Wednesday,Vikhroli,Lower Parel,12.35,DW098,School,Mix,1.8,71,Delayed,Monthly-Pre-paid,141.76,Yes,Excellent,
DBW01152,2023-01-04,Wednesday,Dadar,Andheri,6.96,DW058,Hospital,Veg,1.94,23,Delivered,Cash,69.73,Yes,Good,
DBW01153,2022-11-11,Friday,Ghatkopar,Ghatkopar,0.5,DW070,Residential,Non-Veg,3.36,39,Delivered,Cash,69.09,No,Poor,
DBW01154,2023-10-26,Thursday,Kurla,Sion,3.46,DW077,Residential,Mix,1.8,36,Delivered,Cash,63.5,No,Good,
DBW01155,2022-08-11,Thursday,Sion,Goregaon,17.73,DW083,Residential,Mix,1.45,62,Delivered,Monthly-Pre-paid,152.6,Yes,Poor,
DBW01156,2023-03-05,Sunday,Lower Parel,Thane,15.1,DW058,Corporate,Non-Veg,2.04,32,Delivered,Cash,133.62,Yes,Good,
DBW01157,2022-03-29,Tuesday,Bandra,Sion,18.04,DW147,Hospital,Non-Veg,2.17,60,Delivered,Cash,141.62,Yes,Good,
DBW01158,2023-09-13,Wednesday,Thane,Goregaon,18.81,DW044,Residential,Veg,1.95,63,Delivered,Monthly-Pre-paid,191.96,Yes,nan,
DBW01159,2022-10-08,Saturday,Ghatkopar,Borivali,19.56,DW065,Corporate,Veg,1.88,57,Delivered,Monthly-Pre-paid,178.61,No,Excellent,
DBW01160,2022-09-06,Tuesday,Churchgate,Goregaon,8.33,DW001,Residential,Non-Veg,2.54,51,Delivered,Monthly-Pre-paid,84.02,Yes,Good,
DBW01161,2023-03-02,Thursday,Borivali,Dadar,10.93,DW074,Corporate,Veg,2.48,51,Delivered,Digital,107.74,No,Excellent,
DBW01162,2022-12-31,Saturday,Thane,Kurla,5.02,DW129,Hospital,Mix,1.74,21,Delivered,Monthly-Pre-paid,65.63,Yes,nan,
DBW01163,2023-09-12,Tuesday,Andheri,Goregaon,19.19,DW150,Hospital,Veg,1.48,65,Delivered,Digital,192.19,No,Excellent,
DBW01164,2023-01-23,Monday,Thane,Andheri,7.7,DW071,Corporate,Non-Veg,2.01,28,Delivered,Monthly-Pre-paid,66.97,No,Excellent,
DBW01165,2023-01-13,Friday,Andheri,Andheri,0.95,DW021,Corporate,Non-Veg,1.48,35,Delivered,Digital,21.59,No,Good,
DBW01166,2022-03-18,Friday,Sion,Thane,4.66,DW108,Residential,Veg,2.24,39,Delivered,Cash,74.25,No,Average,
DBW01167,2022-01-17,Monday,Vikhroli,Lower Parel,11.89,DW097,Corporate,Non-Veg,2.01,68,Delayed,Cash,116.2,Yes,Good,
DBW01168,2022-10-18,Tuesday,Bandra,Ghatkopar,8.53,DW144,School,Mix,3.14,51,Delivered,Monthly-Pre-paid,106.98,Yes,Good,
DBW01169,2023-12-30,Saturday,Dadar,Dadar,0.72,DW076,Corporate,Veg,2.54,10,Delivered,Cash,28.33,No,Good,
DBW01170,2023-11-01,Wednesday,Malad,Chembur,5.65,DW001,Corporate,Veg,1.26,38,Delivered,Cash,98.85,No,Average,
DBW01171,2023-04-05,Wednesday,Malad,Thane,7.87,DW136,Corporate,Veg,1.54,39,Delivered,Monthly-Pre-paid,96.06,Yes,Good,
DBW01172,2023-04-06,Thursday,Kurla,Lower Parel,10.26,DW102,Residential,Veg,0.84,67,Delayed,Monthly-Pre-paid,130.5,No,Average,
DBW01173,2022-10-13,Thursday,Goregaon,Vikhroli,13.49,DW121,Residential,Mix,0.73,53,Delivered,Digital,145.71,No,Average,
DBW01174,2022-05-10,Tuesday,Dadar,Borivali,12.9,DW018,Hospital,Veg,1.86,30,Delivered,Cash,141.9,No,Poor,
DBW01175,2022-01-07,Friday,Churchgate,Borivali,8.2,DW069,School,Veg,1.2,51,Delayed,Digital,84.31,No,Average,
DBW01176,2022-09-05,Monday,Chembur,Goregaon,26.04,DW069,Residential,Mix,2.62,91,Delivered,Cash,255.79,No,Average,
DBW01177,2022-08-20,Saturday,Thane,Kurla,3.73,DW041,Corporate,Mix,2.38,16,Delivered,Digital,63.09,No,Good,
DBW01178,2022-05-20,Friday,Thane,Kurla,3.88,DW128,Corporate,Veg,1.66,28,Delivered,Digital,46.73,No,nan,
DBW01179,2022-07-09,Saturday,Dadar,Worli,15.07,DW029,Hospital,Non-Veg,1.64,32,Delivered,Monthly-Pre-paid,118.91,Yes,Poor,
DBW01180,2022-01-19,Wednesday,Worli,Chembur,16.99,DW011,Corporate,Veg,2.54,86,Delayed,Cash,168.02,No,Good,
DBW01181,2023-03-20,Monday,Sion,Bandra,18.34,DW036,Hospital,Veg,2.66,69,Delivered,Digital,199.35,Yes,Good,
DBW01182,2023-11-09,Thursday,Kurla,Lower Parel,13.0,DW149,Hospital,Mix,1.33,43,Delivered,Cash,120.39,No,Excellent,
DBW01183,2023-05-20,Saturday,Borivali,Thane,3.37,DW018,Residential,Non-Veg,1.27,8,Delivered,Digital,42.83,Yes,nan,
DBW01184,2022-11-24,Thursday,Worli,Bandra,20.47,DW088,Residential,Non-Veg,1.65,63,Delivered,Monthly-Pre-paid,189.02,Yes,Excellent,
DBW01185,2022-11-03,Thursday,Lower Parel,Sion,17.04,DW028,School,Veg,2.02,68,Delivered,Cash,182.83,Yes,Good,
DBW01186,2022-08-13,Saturday,Kurla,Sion,5.66,DW060,Residential,Veg,1.54,14,Delivered,Monthly-Pre-paid,47.77,No,Good,
DBW01187,2022-04-14,Thursday,Chembur,Worli,18.64,DW083,Residential,Non-Veg,2.03,64,Delivered,Monthly-Pre-paid,169.37,Yes,Good,
DBW01188,2023-03-13,Monday,Churchgate,Kurla,9.36,DW003,Corporate,Non-Veg,2.78,71,Delayed,Cash,89.8,No,Good,
DBW01189,2023-02-18,Saturday,Lower Parel,Goregaon,7.87,DW037,Residential,Mix,1.1,35,Delivered,Monthly-Pre-paid,101.43,Yes,Good,
DBW01190,2022-01-06,Thursday,Borivali,Goregaon,18.1,DW089,Corporate,Veg,1.58,60,Delivered,Digital,172.68,No,Excellent,
DBW01191,2022-10-31,Monday,Chembur,Thane,8.17,DW003,School,Non-Veg,1.11,38,Delivered,Monthly-Pre-paid,90.13,No,Excellent,
DBW01192,2022-07-22,Friday,Goregaon,Dadar,14.6,DW075,Residential,Non-Veg,1.38,55,Delivered,Digital,144.1,No,Average,
DBW01193,2022-05-05,Thursday,Vikhroli,Thane,5.89,DW091,Residential,Mix,1.65,31,Delivered,Monthly-Pre-paid,88.88,Yes,Average,
DBW01194,2023-05-29,Monday,Malad,Lower Parel,14.76,DW033,Corporate,Non-Veg,1.44,52,Returned,Cash,164.89,Yes,Average,nan
DBW01195,2023-01-19,Thursday,Thane,Malad,6.63,DW025,Hospital,Non-Veg,2.06,44,Delivered,Cash,98.39,Yes,nan,
DBW01196,2023-04-08,Saturday,Malad,Worli,15.24,DW074,Corporate,Non-Veg,1.88,51,Delivered,Digital,160.56,No,Excellent,
DBW01197,2023-06-05,Monday,Worli,Sion,6.79,DW108,Residential,Non-Veg,1.95,40,Delivered,Monthly-Pre-paid,105.06,No,Good,
DBW01198,2023-12-18,Monday,Goregaon,Churchgate,10.27,DW002,Corporate,Mix,1.65,49,Delivered,Digital,98.2,Yes,Good,
DBW01199,2023-08-10,Thursday,Lower Parel,Churchgate,11.57,DW051,Hospital,Veg,1.69,37,Delivered,Cash,128.41,No,Excellent,
DBW01200,2023-03-29,Wednesday,Sion,Dadar,11.51,DW150,Residential,Non-Veg,1.62,61,Delivered,Monthly-Pre-paid,157.3,Yes,Poor,
DBW01201,2023-10-04,Wednesday,Bandra,Vikhroli,13.64,DW051,Residential,Veg,1.68,50,Delivered,Digital,111.55,No,Excellent,
DBW01202,2022-12-15,Thursday,Worli,Borivali,5.98,DW050,Corporate,Veg,2.01,36,Delivered,Digital,69.81,No,Good,
DBW01203,2023-12-20,Wednesday,Lower Parel,Kurla,12.09,DW111,Corporate,Veg,0.84,41,Delivered,Digital,111.19,No,Excellent,
DBW01204,2023-07-10,Monday,Churchgate,Churchgate,0.5,DW073,Corporate,Non-Veg,1.94,30,Delivered,Monthly-Pre-paid,38.33,No,Good,
DBW01205,2023-04-21,Friday,Borivali,Goregaon,18.58,DW059,Corporate,Veg,1.37,64,Delivered,Monthly-Pre-paid,200.22,No,Average,
DBW01206,2023-10-22,Sunday,Chembur,Worli,16.63,DW118,Residential,Mix,1.63,46,Delivered,Digital,171.13,Yes,Average,
DBW01207,2023-01-12,Thursday,Goregaon,Dadar,14.5,DW005,Residential,Non-Veg,1.02,71,Delayed,Monthly-Pre-paid,142.75,Yes,Average,
DBW01208,2023-06-11,Sunday,Lower Parel,Ghatkopar,2.25,DW107,Corporate,Mix,1.62,11,Delivered,Monthly-Pre-paid,56.16,No,Excellent,
DBW01209,2022-07-27,Wednesday,Sion,Kurla,4.89,DW058,Residential,Mix,1.94,24,Delivered,Cash,64.74,Yes,Excellent,
DBW01210,2023-12-05,Tuesday,Goregaon,Bandra,19.63,DW134,Corporate,Mix,2.03,80,Delayed,Monthly-Pre-paid,189.95,No,Average,
DBW01211,2023-04-01,Saturday,Thane,Churchgate,12.71,DW109,Corporate,Non-Veg,1.21,40,Delivered,Digital,140.97,Yes,Excellent,
DBW01212,2023-07-25,Tuesday,Borivali,Churchgate,9.43,DW142,Hospital,Mix,2.0,42,Delivered,Digital,131.71,Yes,Good,
DBW01213,2022-12-03,Saturday,Chembur,Andheri,5.84,DW020,Corporate,Non-Veg,2.37,22,Delivered,Digital,83.49,No,Poor,
DBW01214,2023-09-25,Monday,Ghatkopar,Kurla,16.82,DW029,Residential,Mix,1.55,54,Delivered,Cash,167.83,Yes,Good,
DBW01215,2022-02-24,Thursday,Lower Parel,Churchgate,11.99,DW136,School,Veg,1.8,46,Delivered,Monthly-Pre-paid,156.47,No,Good,
DBW01216,2022-03-25,Friday,Lower Parel,Lower Parel,0.5,DW059,Residential,Mix,0.77,31,Delivered,Monthly-Pre-paid,4.66,No,nan,
DBW01217,2023-01-06,Friday,Andheri,Vikhroli,7.52,DW123,Residential,Veg,1.35,41,Delivered,Monthly-Pre-paid,88.78,Yes,nan,
DBW01218,2023-06-19,Monday,Ghatkopar,Churchgate,15.87,DW104,Residential,Non-Veg,1.94,70,Delayed,Digital,145.88,Yes,Excellent,
DBW01219,2023-08-14,Monday,Lower Parel,Worli,14.51,DW075,Hospital,Non-Veg,2.28,60,Delivered,Cash,142.52,Yes,Poor,
DBW01220,2022-11-18,Friday,Lower Parel,Borivali,16.36,DW007,Hospital,Veg,1.5,58,Delivered,Digital,169.95,No,Good,
DBW01221,2023-04-20,Thursday,Dadar,Chembur,12.24,DW012,Corporate,Veg,3.13,56,Delivered,Cash,142.64,No,Average,
DBW01222,2023-02-08,Wednesday,Andheri,Bandra,10.43,DW108,Residential,Non-Veg,1.96,52,Delivered,Digital,105.62,No,Good,
DBW01223,2023-12-03,Sunday,Dadar,Sion,12.21,DW015,Hospital,Veg,1.16,47,Returned,Monthly-Pre-paid,137.73,Yes,nan,nan
DBW01224,2023-04-23,Sunday,Worli,Lower Parel,17.63,DW001,Hospital,Veg,2.44,53,Delivered,Cash,157.56,Yes,Average,
DBW01225,2022-11-01,Tuesday,Chembur,Sion,10.68,DW033,Corporate,Mix,1.17,40,Delivered,Digital,96.23,Yes,Good,
DBW01226,2023-12-09,Saturday,Andheri,Chembur,3.66,DW138,Corporate,Veg,1.96,11,Delivered,Digital,60.34,Yes,Good,
DBW01227,2022-03-20,Sunday,Borivali,Ghatkopar,20.64,DW094,Residential,Mix,1.34,64,Delivered,Monthly-Pre-paid,191.82,No,Excellent,
